26236|702
2638|2050
3146|2829
25550|3031
31932|3595
9904|12830
33386|776
3146|675
2661|1211
20295|BLANK
23675|5459
9208|16520
4074|3332
5472|2890
2763|11501
3146|10763
31858|1048
8562|5291
3146|820
33688|273
33609|30433
135|284
2763|7824
29190|4196
9208|1812
33609|2003
2638|2310
135|1684
135|78
2703|7904
6616|28
780|8596
9208|5757
33609|152
780|4
507|28555
4464|1872
1401|3579
6872|4607
31599|5196
26238|1409
83|6751
2084|3318
26335|4914
3146|4657
3408|3974
32149|3471
20295|3367
34858|3435
30606|2742
1931|1898
532|2522
24698|17559
1931|537
5542|24110
29316|1237
9096|6436
24631|559
20122|741
2638|8508
32514|3918
15278|9082
18960|306
135|5377
23675|3323
20569|3348
2834|137
2834|3305
28936|1903
2858|2837
32780|9258
19754|3771
4488|947
15278|4371
8562|4048
20569|1753
33609|457
9208|27505
31981|113
32514|2473
19754|2277
7265|424
513|6081
2555|1970
31981|2695
2638|453
20367|10323
9904|1225
26335|31044
26238|2324
32360|513
532|3585
20840|2407
135|415
15278|6054
32360|1174
20840|2831
169|4060
31858|28363
5472|385
433|178
2638|2064
3146|4062
24698|1380
18960|1578
9208|4566
1931|6744
2638|2324
32514|1711
23534|2134
135|23137
25550|4441
780|1309
19754|874
15278|991
9904|5827
6352|886
21117|1759
32514|2061
31981|481
20295|553
403|1706
507|4627
3294|12673
9208|33264
26335|23
31932|3319
2763|1477
25834|12176
2763|2112
27595|473
768|541
26335|29072
768|3245
83|3095
2638|4350
507|526
32780|12448
1155|4126
25171|147
3146|6838
33609|5291
9179|1191
21949|5061
15278|1472
83|6883
6352|6149
4074|2602
18137|3098
6884|902
4074|427
32820|817
4074|560
6872|8547
2834|274
4464|7688
8206|2184
31583|3982
19754|1559
532|3536
2638|4118
768|1113
135|250
29418|4906
780|31
33609|1969
21117|3908
9179|14727
135|2592
20295|1553
2858|8058
32890|7845
33610|507
8562|6235
6352|6791
2763|2867
15278|1574
2638|2225
2834|2557
29316|95
4600|2534
8562|3028
3608|1767
135|2181
27666|5620
3684|9546
31343|846
507|6167
20367|309
21117|4378
20367|1850
6884|2077
18137|12018
22997|864
31858|2965
5472|3832
135|11161
32780|12896
7265|754
8562|5788
18137|2171
9179|4425
18960|2967
513|1962
2834|6352
18960|1553
20840|3842
2858|12854
135|756
2638|334
6352|376
4074|5182
135|6607
169|510
403|632
135|9112
1931|1051
18960|1217
25834|6648
135|1156
6806|1964
507|14534
6352|6887
2714|2156
31858|6392
8553|834
25550|745
2834|5841
20295|273
2497|511
1401|5458
30606|3369
7265|1218
21117|865
20840|1386
21227|4503
15278|84
532|4954
6352|4311
4600|17237
7265|1540
24698|2532
2638|2746
32880|2474
15278|1166
9208|5135
22997|3101
507|4962
2661|10544
10429|4476
27595|466
9904|3839
2610|1581
135|3079
32514|4879
2638|4231
24698|14
532|3321
29418|2578
9208|10657
33609|3913
2858|6627
507|1377
507|2832
20840|4077
135|8886
20295|10554
135|8331
32780|2029
3350|411
9904|6165
2763|3086
18137|3148
8562|1517
1155|1866
2638|5850
31858|2809
11328|15996
1396|778
135|3545
27712|959
25171|266
9208|3092
8206|83
33609|3680
18137|1514
9208|34423
20295
2834|11620
31858|16511
3146
7265|24470
507
4074
135|55195
507|98471
3146|5317
32025|143
135|90105
2638|91865
4464|4396
768|96141
32213|94396
28936|4186
7265|95124
18137|2094
6872|98934
2638|98394
768|2971
135|3503
780|9251
32212|619
28936|2847
6872|97754
9904|1683
2834|195
135|24879
403|6712
15278|96088
32676|97603
31858|12795
780|91275
32025|1357
3146|9617
135|26346
135|45027
2638|17076
1155|9891
1155|7579
3146|1811
780|937
19754|16029
135|1740
32025|824
20569|3594
2638|902
20295|8745
20367|9037
86|90070
2638|9973
2638|92109
3146|94023
2638|7362
2544|93854
26238|5655
507|11599
6352|2464
8206|9063
2834|3310
135|92616
15278|2363
6872|2848
3349|1226
768|4908
25171|96067
135|31602
135|57437
20295|98780
33609|90966
2638|96682
20295|93525
23675|97291
33609|9038
20840|91984
507|16859
3146|2344
768|8956
135|3887
15278|210
18960|6767
28936|91831
33609|25735
26335|90119
2703|2822
3146|1678
6872|12943
15278|94624
33609|1990
513|1749
135|42471
19754|23972
135|91517
135|96278
1931|90024
24631|98205
19754|6925
2638|93868
2638|14443
19754|99144
2763|8606
2638|98795
6872|3113
8206|8728
18960|8281
135|99306
24698|790
507|91156
135|14233
28936|3699
32029|606
19754|14484
15278|7615
1155|9877
1155|9728
32025|98473
8206|94515
2638|10432
2638|96586
2638|17622
3146|2989
32676|92645
2555|93860
3350|99986
507|3329
1931|95425
5472|4565
31858|95267
2555|4551
31858|99390
31577|579
20367|1648
507|7275
10429|4308
31599|98011
23675|90967
135|33599
135|11698
5472|8753
33609|5787
10429|1903
3367|3857
31858|8263
6872|6368
15278|1358
19754|96638
20295|9567
403|91760
2638|24768
31858|17683
1155|8587
5472|95023
8206|91554
31858|5978
31858|99093
2555|90339
135|96210
7265|96549
24698|2589
26335|1648
1931|241
507|1409
3146|97352
7265|94203
768|92239
33609|99951
26335|1088
135|41104
19754|90464
135|95502
28936|92934
24698|645
507|14814
1155|98031
20295|3479
135|9634
18960|1913
532|855
31858|90428
2638|12914
2638|24103
31858|98866
20367|96762
20367|92163
7265|7467
2763|8714
3350|4941
26238|5337
507|5904
15278|98380
6872|99417
2638|4293
2638|4889
1931|3398
135|96019
31858|91638
135|34700
1155|90058
3146|96517
20295|93080
135|97358
18960|2812
4074|3007
3349|1868
6872|3502
20367|5894
24698|94363
3350|6035
2555|1740
2638|17038
2661|2049
33609|23140
4600|1025
403|2910
15278|99372
2638|15771
6872|5241
31577|1058
2834|96337
15278|10551
8206|1057
135|29878
2763|6731
3350|1854
20295|1197
4074|7357
135|66661
1155|10285
507|90582
6872|4413
33609|24558
4600|95918
135|96860
135|22067
2500|99084
7265|99342
2834|96002
33609|27754
780|3880
18137|2111
19754|21451
19754|22453
31858|10018
20295|936
3350|99109
6806|4071
1931|93291
768|98210
28936|3488
532|3702
19754|12710
20840|6250
532|6200
6352|979
29418|90628
532|3186
532|3891
2763|279
15278|92490
20840|2738
19754|14019
6872|6429
135|32810
24698|1589
5472|10743
20367|97805
2763|5214
3349|2025
7265|31963
19754|10306
4464|2131
6872|2784
513|1638
2763|4377
135|20355
6872|90818
4464|99615
1155|2584
20295|9285
19754|21087
32820|339
19754|1555
507|17049
2638|18631
2834|729
4074|6688
135|99573
3146|5324
33609|1087
6872
15278|1972
6806|4281
20840|3305
20840|6552
2638|25509
532|4497
24631|1052
135|93446
32676|1166
3146|8080
2638|20310
780|8434
2638|91736
4074|92892
135|95226
507|6622
135|93746
4464|96328
7265|15225
135|51317
24631|7154
507|15596
33609|14747
26238|93483
3350|94291
19754|99237
27595|93499
135|97244
5472|1225
32029|138
2661|1389
135|91193
7265|6393
5472|5845
135|58106
507|99228
19754|23478
7157|96159
4464|92487
6872|9061
8553|5534
135|55575
20569|99976
135|49346
2638|5640
5472|9457
8551|3261
1931|3688
2555|92142
780|99106
25171|3724
77|620
2638|92457
4464|2184
23675|1512
8206|6720
4600|10207
32029|92452
3146|99890
2834|2364
4074|93884
31858|17718
31858|276
768|98063
24631|1892
2555|5248
23675|91000
15278|10575
3146|3523
28936|5279
8562|5699
135|38554
2638|99495
8562|97321
15278|10820
7160|91256
7265|6958
7265|15792
31858|92506
3146|94786
6352|4604
33609|14017
33609|96262
6806|6970
6352|4439
2555|98056
135|46165
18960|3457
28936|251
23675|3407
507|92451
6872|93764
403|4425
6806|7580
15278|310
2661|2094
32025|1638
3339|6279
780|10457
135|54238
1155|8958
33609|24401
1931|7503
403|98825
33609|15733
1155|1335
19754|90039
9904|814
768|90847
2638|4750
2638|212
20367|93747
26335|92628
31858|96814
18137|97324
33609|855
507|1222
31858|98578
2638|9362
24698|5695
2638|14892
2638|8670
19754|14860
2661|578
135|66782
135|95733
15278|97725
2834|1613
23675|8191
2834|8248
2661|4115
2638|22014
4464|1107
532|454
33609|14113
23675|7706
7265|96103
20569|4346
507|15771
513|93680
135|3017
24631|5525
15278|91810
1155|95062
33609|21053
135|23052
135|92302
135|58211
135|96019
2638|93034
10429|4954
19754|9988
26238|97728
33609|90519
31858|1069
31858|98203
28936|94023
23675|6634
27595|2611
135|8792
25171|91383
6806|2774
2638|90334
2638|20456
3146|8549
20295|2183
1155|1163
135|93272
780|97808
4074|92192
28936|92967
26238|98405
28936|5701
2555|2025
135|25931
25171|3554
31858|95902
31858|5440
1155|3091
31858|3572
24631|6075
8562|93484
6872|10758
20367|7573
2638|20796
780|2966
25171|93598
2638|2282
507|95268
8553|945
5472|68
33609|2632
20569|6919
135|52456
19754|15134
135|27350
24631|3901
780|97650
507|1995
19754|92241
7265|5205
135|91346
135|97945
2834|152
780|97063
28936|4778
20295|9830
3146|94266
6872|3941
27595|5467
135|7186
7265|6751
4464|5646
2638|98382
403|96961
1155|94909
2638|97827
6352|92528
4074|7671
24698|6252
8206|90511
28936|6650
135|26175
3350|561
23675|98229
135|92159
24631|91650
135|49836
10429|95170
18137|94219
26238|1008
8206|910
20295|501
5472|7188
135|91503
6872|91078
7265|28571
6806|94746
768|95743
5472|5395
3367|3941
18960|2791
9904|97959
2638|98888
26335|1117
33609|447
135|26767
24631|5816
3350|92745
135|99418
507|14461
507|490
31858|96249
6872|93773
20295|3429
507|6828
135|56361
135|96015
403|94235
1931|96999
2638|612
2763|90424
7265|13504
507|92009
15278|4887
1931|4487
18960|4796
25171|2244
507|1503
4074|3971
26238|2384
135|42366
9904|94462
135|94802
6806|91978
6352|2412
19754|17753
15278|2383
19754|24636
1931|3434
15278|10339
2638|19201
135|94517
135|99343
15278|6709
6872|10607
24631|98493
2638|13875
31858|94446
5472|7767
780|6060
4464|99169
31858|95902
20840|2058
8562|5673
7265|5967
7265|7562
4074|6047
19754|4409
2638|25877
2638|92387
7265|97466
5472|1110
25171|97032
33609|98537
135|58266
2555|2917
33609|20693
6872|723
6872|10897
2834|12010
31858|7409
135|10611
2638|14180
18960|7805
2834|9319
25171|5196
2834|95630
1931|96999
19754|22191
8206|8293
33609|97350
3367|3735
23675|9782
135|23188
6806|99790
31858|8475
15278|91577
23675|97038
15278|99842
3349|374
25171|4153
135|11601
8553|2216
135|59644
8206|7627
8206|98820
24631|2522
26335|95468
507|107
6872|13046
19754|98223
2763|97010
8206|8078
507|92775
4600|1783
532|94037
20295|91464
5472|5339
3146|8087
7265|22652
135|92780
6806|4296
4074|4400
7265|24003
135|98097
135|98768
1155|10431
3369|91572
135|17180
135|36864
26238|2038
8206|6392
135|97179
6806|94886
20367|92947
4600|93599
2834|10195
7265|29576
19754|91016
403|6300
31858|258
2763|8046
135|5827
32636|93503
2834|10926
2555|99967
19754|13426
19754|23628
33609|17735
20569|944
135|91617
4600|93714
135|12484
25171|2580
3367|2183
19754|1008
3339|93070
6806|92572
